,Document,Topic,Name,CustomName,Top_n_words,Representative_document
143,keşke alabil adet bitter adet sütlü çikolata çang,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
144,göbek olma gerek yer kalite mümkün alma tavsiye,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
145,wc olarak değer tertemiz steril ortam teşekkür,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
146,ev_yakın güven güler_yüz hizmet sene sayılı,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
147,kalite tartış yaşa seyahat şehiriçi farket tercih isim teşekkür,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
148,wc yer,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
149,tuvalet hijyenik almak trafik kaç kullan stratejik konum,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
150,steril ara herşey wc ultra steril oto_yıka sempatik sev tercih edebil,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
151,ara dahil kalite hizmet,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
152,favori alma yer,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
153,kriz dönem razı süpürge değiş bütün sebep alma talimat,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
154,mobil sistem oldukça pratik mobil ayrım ürün mobil uygula olarak güzel düzen personel oldukça ilgili teşekkür,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
155,olup wc si pis biryer ikmal güzel,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
156,hizmet temiz üst_düzey,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
157,pırıl_pırıl işle tuvalet tabii kalite yakış şekil tertemiz teşekkür,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
158,anla kalite düzgün,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
159,mekan,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
160,klasik,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
161,ilgi_alaka kardeş gece,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
162,hız işlem tebrik,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
163,yıka alan temiz genel durum ideal sağla müşteri_memnuniyet odak,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
164,olası milliyet aile çevre yetiş yerli_mil değer güç kat ad alan yerli seç yerli_mil olma ara numara,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
165,bayi titiz düzen kurum kimlik başarı temsil,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
166,ilgili teşekkür,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
167,kalite güler_yüz hizmet,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,True
168,güler_yüz hizmet kalite hijyen ara topla güzide,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
169,lavabo berbat,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
170,sev bur güzel alırken arkadaş hizmet güzel gurur kaynak katkı tavsiye,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
171,güzel yaratık bahşiş kal selfservis sorumluluk su tut zevk köpük fırça bahşiş usta bırak,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
172,uygun tazyik su köpük ücret görev arkadaş yıka fırça kullan iste teşekkür,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
173,özellikle beğen hız personel_güler yüz ilgili um yıl hariç hiçbir tercih gerçekten hizmet kötü tuvalet kötü personel ilgi dolayı özellikle tercih gerçekten büyük bas birçok örnek olarak sevgi,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
174,almak wc kullan wc well done,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
175,önce ziyaret hijyenik tuvalet evimdeki tuvalet devam temenni,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
176,ekmek su herhalde bölge zayıfla bölge zir,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
177,hayvan dost bütün tebrik sokak köpek kov gün bak,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
178,başarı kısa sür park konu esnek otopark sorun karış mekan gayret göster,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
179,öncelik mekan hijyenik güler_yüz personel olmak bölüm ürün düzen göster uzak görünüm kredi üç paket sigara alabil mekan,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
180,şerit sür,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
181,güzel lavabo,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
182,enerji yükle tuvalet rengin sarı lacivert olma teşekkür,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
183,personel yetiş son olmadık müşteri bigane taraf denetim muhtaç erkoç grup yakış yönetim anlayış,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
184,yıka kopuk piyasa katı köpük süre civar yarış köpük bitti süpürge aylar,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
185,hırsız kullan yıka_ücret kesi rezil yer ilgilen,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
186,ogün bas,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
187,önce kondu anahtar adım göster olmadık lig kondu tavır şikayet hak durum düşür benz alma önce göster,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
188,cumartesi motorin yıldız,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
189,birgün alma aracı parket deyip içeri manzara görev arkadaş otur aracı değil hava eleman el cep telefon oyna uyar ukala arac samandıra bozuk yüz çıkar tak bozuk dedik yer sorun yetkili çağır söz yetkili ukala şekil hava olabil saçma_sapan bahane üre hata kabul kondu boşa gaza hak_helal müşteri hizmet ara durum yer duyur olay yakış davran eleman ilgi bilgi ukala,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
190,geç hizmet hava_su hiçbir lastik içeri yerleş hava_bas,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
191,yanaş kere korna_bas rağmen ilgilen kardeş korna_bas ilgilen ilgilen şekil geribildirim korna çal bak olarak karşıt cevap acil alıp bekle,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
192,sıfır yıldız yok mecbur sürekli birdaha wc arıza kağıt as tabii yalan aç ilaçla oda yalan saat sıra wc personel olay bit,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
193,arkadaş ilgili ilgi kapı içeri ülke değiş his oluş hiçbir mobil hizmet sürekli teknik sorun cümlesi duyu yer başka alternatif tercih,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
194,yer gez dolaş sürekli ten pis bayii wc pis kal rezil durum hoş_değil,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
195,yalan gösterge tuvalet rezalet,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
196,tuvalet pis adet su,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
197,personel müşteri umur değil tuvalet arıza kap genel_olarak bakım ibb bağ ikmal nokta,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
198,wc kap gerekçe tıkalı üst le yaz resim,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
199,rağmen kod almadık su değil,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
200,hizmet yık yıka gün anlaş hizmet sıfır,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
201,sakın uğra ilgi pis yer,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
202,iste büyük ucuz olma türlü hizmet tuvalet koy değil,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
203,hile şikayet um ceza bas ıman,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
204,polis memur götür bidon metre kal istisna polis şart,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
205,hak ürün ruhsat kimlik fotokopi iste saçma_sapan yer,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
206,google_tarafından çevir,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
207,hizmet saygı sıfır sorum saygı müdür,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
208,dolu yer kapak kır farket ora,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
209,sürekli nizami maske kullan maske nizami maske tak müşteri alın gerek,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
210,razı yardımcı,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
211,pis konu wc berbat,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
212,tartış bık,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
213,chip tin in yapı kredi geç banka karı sev politika oktan,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
214,world almak_iste görev den ara görev hak bilgi,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
215,sürekli değiş ilgi gez mod personel yanaş bom boş bek alım başla bekle,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
216,önce almak hak arkadaş arac arka eğil boru üzeri dizi koy yer bula san uğraş pantolon yer değdir uğraş tabii ara israf boşa tahsis edil dizlik tak ziyan ziyan fiş çıkar sen becerik fatura kaba eğitim gösterge bekle yaşa olay fırsat anla bilgi hak,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
217,bağlarbaşı park ettir müşteri ait müşteri,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
218,müdür hiçbir ulaş iste koy iste örnek koy duy diyip yaşa,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
219,yanaş bekle korna_bas bekle bekle ufak korna_bas ses sok hee müşteri,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
220,mobil pay kolay şifre gönder banka işlem işlem edil işlem nakit yad kredi kolay banka geç gönder şifre banka işlem şifre sor otomatik şifre kopyala mobil yazılım güncelle,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
221,ilgi sefer ilgilen uyar gerek,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
222,koy iste koy üst,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
223,yıka_makine normal yıka yıkan bahşiş bekle hal ücret göster tarz hareket haraç sistem vazgeç,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
224,wc pis sebep i anadolu ücra köşe tertemiz hikmet ıstanbul berbat,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
225,adım almak_iste yer,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
226,yıka çiz yıka yık üst çiz,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
227,almak boş ön bekle yüz alma,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
228,kötü işle kaba,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
229,şüphelen artık önce bayi değiş değiş,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
230,gerek unut deyip alma mecbur bırak geç sahte üst hak_helal fırsat görüş,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
231,hiçbir kazık kola buçuk ayı çeşme sahil sand,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
